"Address","Content Type","Status Code","Status","Indexability","Indexability Status","Inlinks","Response Time","Redirect URL","Redirect Type"
"https://www.cnstrial.com/bipolar","text/html","500","Internal Server Error","Non-Indexable","Server Error","0","0.396","",""
"https://www.naabt.org/faq_answers.cfm?ID=23","text/html;charset=UTF-8","500","Error Executing Database Query.","Non-Indexable","Server Error","1","5.135","",""
