"Address","Content Type","Status Code","Status","Indexability","Indexability Status"
"https://irishealing.com/mental-health-treatment-los-angeles/depression-treatment/","text/html; charset=UTF-8","301","Moved Permanently","Non-Indexable","Redirected"
"https://irishealing.com/mental-health-treatment-los-angeles/anxiety-treatment/","text/html; charset=UTF-8","301","Moved Permanently","Non-Indexable","Redirected"
"https://irishealing.com/tms/","text/html; charset=UTF-8","200","OK","Indexable",""
"https://irishealing.com/mental-health-treatment-los-angeles/bipolar-treatment/","text/html; charset=UTF-8","301","Moved Permanently","Non-Indexable","Redirected"
"https://irishealing.com/detox-los-angeles/","text/html; charset=UTF-8","301","Moved Permanently","Non-Indexable","Redirected"
"https://irishealing.com/programs/iop-los-angeles/","text/html; charset=UTF-8","301","Moved Permanently","Non-Indexable","Redirected"
"https://irishealing.com/iris-healing-virtual-tour-video/","text/html; charset=UTF-8","301","Moved Permanently","Non-Indexable","Redirected"
"https://irishealing.com/neurofeedback-therapy-in-los-angeles-improve-your-brain/","text/html; charset=UTF-8","301","Moved Permanently","Non-Indexable","Redirected"
"https://irishealing.com/anxiety/","text/html; charset=UTF-8","200","OK","Indexable",""
"https://irishealing.com/iris-healing-retreat-accredited-joint-commission/","text/html; charset=UTF-8","301","Moved Permanently","Non-Indexable","Redirected"
"https://irishealing.com/brainspotting-exercises/","text/html; charset=UTF-8","301","Moved Permanently","Non-Indexable","Redirected"
"https://irishealing.com/residential-treatment/","text/html; charset=UTF-8","301","Moved Permanently","Non-Indexable","Redirected"
"https://irishealing.com/our-programs/","text/html; charset=UTF-8","301","Moved Permanently","Non-Indexable","Redirected"
"https://irishealing.com/detox-start-healing/","text/html; charset=UTF-8","301","Moved Permanently","Non-Indexable","Redirected"
"https://irishealing.com/privacy-policy/","text/html; charset=UTF-8","200","OK","Indexable",""
"https://irishealing.com/wellness-retreats-for-depression-after-divorce/","text/html; charset=UTF-8","301","Moved Permanently","Non-Indexable","Redirected"
"https://irishealing.com/sound-bath-meditation/","text/html; charset=UTF-8","301","Moved Permanently","Non-Indexable","Redirected"
"https://irishealing.com/spiritual-counseling/","text/html; charset=UTF-8","301","Moved Permanently","Non-Indexable","Redirected"
"https://irishealing.com/psychosis-symptoms/","text/html; charset=UTF-8","200","OK","Indexable",""
"https://irishealing.com/yoga-therapy/","text/html; charset=UTF-8","301","Moved Permanently","Non-Indexable","Redirected"
"https://irishealing.com/about/low-glycemic-diet/","text/html; charset=UTF-8","301","Moved Permanently","Non-Indexable","Redirected"
"https://irishealing.com/hypnotherapy/","text/html; charset=UTF-8","301","Moved Permanently","Non-Indexable","Redirected"
"https://irishealing.com/soothe-your-mind-at-a-co-occurring-disorder-center/","text/html; charset=UTF-8","301","Moved Permanently","Non-Indexable","Redirected"
"https://irishealing.com/nutritional-therapy/","text/html; charset=UTF-8","301","Moved Permanently","Non-Indexable","Redirected"
"https://irishealing.com/relapse-prevention-and-recovery/","text/html; charset=UTF-8","301","Moved Permanently","Non-Indexable","Redirected"
"https://irishealing.com/alcohol-detox-los-angeles/","text/html; charset=UTF-8","301","Moved Permanently","Non-Indexable","Redirected"
"https://irishealing.com/addiction-counseling/","text/html; charset=UTF-8","200","OK","Indexable",""
"https://irishealing.com/addiction-treatment/benzodiazepines/","text/html; charset=UTF-8","301","Moved Permanently","Non-Indexable","Redirected"
"https://irishealing.com/addiction-treatment/opioids/","text/html; charset=UTF-8","301","Moved Permanently","Non-Indexable","Redirected"
"https://irishealing.com/addiction-treatment/cocaine/","text/html; charset=UTF-8","301","Moved Permanently","Non-Indexable","Redirected"
"https://irishealing.com/xanax-in-your-system/","text/html; charset=UTF-8","301","Moved Permanently","Non-Indexable","Redirected"
"https://irishealing.com/xanax-addiction-treatment/","text/html; charset=UTF-8","301","Moved Permanently","Non-Indexable","Redirected"
"https://irishealing.com/addiction-treatment/fentanyl/","text/html; charset=UTF-8","301","Moved Permanently","Non-Indexable","Redirected"
"https://irishealing.com/cocaine-addiction-abuse-and-treatment/","text/html; charset=UTF-8","301","Moved Permanently","Non-Indexable","Redirected"
"https://irishealing.com/adderall-guide/","text/html; charset=UTF-8","301","Moved Permanently","Non-Indexable","Redirected"
"https://irishealing.com/opioid-addiction/","text/html; charset=UTF-8","301","Moved Permanently","Non-Indexable","Redirected"
"https://irishealing.com/stimulants-addiction/","text/html; charset=UTF-8","301","Moved Permanently","Non-Indexable","Redirected"
"https://irishealing.com/benzodiazepines-addiction/","text/html; charset=UTF-8","301","Moved Permanently","Non-Indexable","Redirected"
"https://irishealing.com/fentanyl-addiction-and-treatment/","text/html; charset=UTF-8","301","Moved Permanently","Non-Indexable","Redirected"
"https://irishealing.com/mdma-rehab/","text/html; charset=UTF-8","301","Moved Permanently","Non-Indexable","Redirected"
"https://irishealing.com/addiction-treatment/drug-rehab-los-angeles/?utm_source=chatgpt.com","text/html; charset=UTF-8","200","OK","Non-Indexable","Canonicalised"
"https://irishealing.com/trauma-informed-care-addiction/","text/html; charset=UTF-8","200","OK","Indexable",""
"https://irishealing.com/what-causes-depression/","text/html; charset=UTF-8","301","Moved Permanently","Non-Indexable","Redirected"
"https://irishealing.com/dangers-of-mixing-opioids-alcohol/","text/html; charset=UTF-8","301","Moved Permanently","Non-Indexable","Redirected"
"https://irishealing.com/benzos-and-alcohol/","text/html; charset=UTF-8","301","Moved Permanently","Non-Indexable","Redirected"
"https://irishealing.com/stimulants-and-alcohol/","text/html; charset=UTF-8","301","Moved Permanently","Non-Indexable","Redirected"
"https://irishealing.com/ways-of-treating-depression-without-drugs-or-medication/","text/html; charset=UTF-8","301","Moved Permanently","Non-Indexable","Redirected"
"https://irishealing.com/bipolar-disorder-and-addiction/","text/html; charset=UTF-8","301","Moved Permanently","Non-Indexable","Redirected"
"https://irishealing.com/dual-diagnosis/","text/html; charset=UTF-8","301","Moved Permanently","Non-Indexable","Redirected"
"https://irishealing.com/help-someone-with-depression/","text/html; charset=UTF-8","301","Moved Permanently","Non-Indexable","Redirected"
"https://irishealing.com/programs/residential-rehab-los-angeles/","text/html; charset=UTF-8","301","Moved Permanently","Non-Indexable","Redirected"
"https://irishealing.com/anxiety-and-addiction/","text/html; charset=UTF-8","200","OK","Indexable",""
"https://irishealing.com/programs/partial-hospitalization-los-angeles/","text/html; charset=UTF-8","301","Moved Permanently","Non-Indexable","Redirected"
"https://irishealing.com/what-is-the-difference-between-stress-and-depression/","text/html; charset=UTF-8","301","Moved Permanently","Non-Indexable","Redirected"
"https://irishealing.com/depression/","text/html; charset=UTF-8","200","OK","Indexable",""
"https://irishealing.com/postpartum-baby-blues-vs-depression/","text/html; charset=UTF-8","301","Moved Permanently","Non-Indexable","Redirected"
"https://irishealing.com/neurofeedback-for-depression/","text/html; charset=UTF-8","301","Moved Permanently","Non-Indexable","Redirected"
"https://irishealing.com/programs/outpatient-rehab-los-angeles/","text/html; charset=UTF-8","301","Moved Permanently","Non-Indexable","Redirected"
"https://irishealing.com/tms-therapy-near-me/","text/html; charset=UTF-8","301","Moved Permanently","Non-Indexable","Redirected"
"https://irishealing.com/recovery-with-outpatient-programs/","text/html; charset=UTF-8","301","Moved Permanently","Non-Indexable","Redirected"
"https://irishealing.com/blog/how-long-does-paws-last/","text/html; charset=UTF-8","200","OK","Indexable",""
"https://irishealing.com/blog/treatment-levels-of-care-mental-health/","text/html; charset=UTF-8","200","OK","Indexable",""
"https://irishealing.com/blog/page/2/","text/html; charset=UTF-8","200","OK","Non-Indexable","Canonicalised"
"https://irishealing.com/blog/page/26/","text/html; charset=UTF-8","200","OK","Non-Indexable","Canonicalised"
"https://irishealing.com/blog/halt-acronym-mental-health/","text/html; charset=UTF-8","200","OK","Indexable",""
"https://irishealing.com/blog/supporting-a-loved-one/","text/html; charset=UTF-8","200","OK","Indexable",""
"https://irishealing.com/blog/can-you-get-fired-for-going-to-rehab/","text/html; charset=UTF-8","200","OK","Indexable",""
"https://irishealing.com/blog/page/3/","text/html; charset=UTF-8","200","OK","Non-Indexable","Canonicalised"
"https://irishealing.com/blog/mental-health-journey/","text/html; charset=UTF-8","200","OK","Indexable",""
"https://irishealing.com/blog/can-you-work-while-in-rehab/","text/html; charset=UTF-8","200","OK","Indexable",""
"https://irishealing.com/blog/how-much-does-outpatient-mental-health-cost/","text/html; charset=UTF-8","200","OK","Indexable",""
"https://irishealing.com/adhd-and-addiction/","text/html; charset=UTF-8","301","Moved Permanently","Non-Indexable","Redirected"
"https://irishealing.com/blog/what-does-relapse-mean-in-mental-health/","text/html; charset=UTF-8","200","OK","Indexable",""
"https://irishealing.com/tms-for-autism/","text/html; charset=UTF-8","301","Moved Permanently","Non-Indexable","Redirected"
"https://irishealing.com/tms-for-tinnitus/","text/html; charset=UTF-8","301","Moved Permanently","Non-Indexable","Redirected"
"https://irishealing.com/tms-for-bipolar/","text/html; charset=UTF-8","301","Moved Permanently","Non-Indexable","Redirected"
"https://irishealing.com/tms-for-parkinsons/","text/html; charset=UTF-8","301","Moved Permanently","Non-Indexable","Redirected"
"https://irishealing.com/ocd/","text/html; charset=UTF-8","200","OK","Indexable",""
"https://irishealing.com/tms-for-aspergers/","text/html; charset=UTF-8","301","Moved Permanently","Non-Indexable","Redirected"
"https://irishealing.com/addiction/","text/html; charset=UTF-8","200","OK","Indexable",""
"https://irishealing.com/chronic-pain/","text/html; charset=UTF-8","200","OK","Indexable",""
"https://irishealing.com/tms-side-effects/","text/html; charset=UTF-8","301","Moved Permanently","Non-Indexable","Redirected"
"https://irishealing.com/ptsd/","text/html; charset=UTF-8","200","OK","Indexable",""
"https://irishealing.com/trauma-informed-care-addiction","text/html; charset=UTF-8","301","Moved Permanently","Non-Indexable","Redirected"
"https://www.irishealing.com/drug-and-alcohol-detox-in-los-angeles/","text/html; charset=UTF-8","301","Moved Permanently","Non-Indexable","Redirected"
"https://www.irishealing.com/intensive-outpatient-program-los-angeles/","text/html; charset=UTF-8","301","Moved Permanently","Non-Indexable","Redirected"
