"Address","Occurrences","Meta Robots 1","X-Robots-Tag 1","Meta Refresh 1","Canonical Link Element 1","HTTP Canonical","Indexability","Indexability Status"
"https://irishealing.com/sitemap_index.xml","1","","noindex","","","","Non-Indexable","noindex"
"https://irishealing.com/post-sitemap2.xml","1","","noindex","","","","Non-Indexable","noindex"
"https://irishealing.com/post-sitemap1.xml","1","","noindex","","","","Non-Indexable","noindex"
"https://irishealing.com/page-sitemap.xml","1","","noindex","","","","Non-Indexable","noindex"
